Annual_Revenue_USD,Annual_Sales,Founder_Investment_USD,Employee_Count,Years_Active,Revenue_Growth_Rate_%,Profit_Margin_%,revenue_per_employee,sales_per_employee,revenue_per_investment,roi_ratio,investment_intensity,revenue_maturity,is_profitable,sales_to_revenue_ratio,Startup_Name,Sector,Stage,Invest_Decision
-0.0036050393700787,0.1531789893892461,1.0776162261446314,0.2248175182481751,-1.3333333333333333,1.16571771051843,-1.8394589826521608,-0.8195864169761621,-0.8002053265139747,-3.623056237178971,-2.636994704866797,0.8508852086069472,-0.4681653941987414,0,0.2840840857533597,Airlift,Energy,Series A,0
-0.515515905511811,-1.0388784800354005,-0.7598258038595707,0.545985401459854,-0.3333333333333333,-0.0916991309559482,1.9935313143193167,-1.515855985844588,-2.068779679391627,4.788277075713434,11.96931267536575,-4.083587312868078,-0.2422484421336604,1,-2.75659825548784,Airlift,Energy,Series A,1
-0.1031848818897637,-0.71981395874328,-0.333458549292453,0.3474452554744525,1.0,-0.6846468884227351,-3.80946780358718,-1.0296605502064538,-1.7232928320868732,2.049171001001393,-7.347669461780296,-2.93021766698993,0.5315403393696914,0,-2.3524733922440872,Airlift,Energy,Series A,0
0.2326390551181102,0.5412143522920924,-0.3431193830463737,-0.8671532846715329,-1.3333333333333333,0.5667765457996207,0.2458100558659217,3.8253644831146008,4.574046732617497,4.36682236973769,1.95757718574402,3.3019852284971787,-0.4241782694381971,1,0.6762282039339987,Airlift,Energy,Series A,1
0.4289908661417322,0.0904898647058269,1.0750258690025971,0.4525547445255474,0.3333333333333333,-0.4081510338627509,0.1752425757130255,-0.6577882396812605,-1.0748570550463683,-2.430986112631801,-0.7079237384584763,0.0549578419181726,0.5874195723616681,1,-1.0454774011596093,Airlift,Energy,Series A,1
-1.1127026771653543,-1.1484771167371226,0.9743676017917404,0.183941605839416,0.3333333333333333,-0.000599340725202,1.8159364892678624,-1.8941219941059693,-2.0699046265785994,-6.596247114671403,1.008159475028536,0.7479892145361585,-0.4172672636251541,1,-0.9906382331490334,Airlift,Energy,Series A,1
-1.6029370078740155,0.0366960729854161,-0.5716362038515814,0.8145985401459854,0.0,0.5064429127959248,2.863863569538371,-2.4072039606451834,-1.3585870686153363,-7.643098083243567,11.071401438536553,-3.892461061735352,-0.7425836528183607,1,134.59773419232684,Airlift,Energy,Series A,1
0.5972696062992126,0.4386732320902338,-0.7597213291942929,1.1474452554744523,0.0,1.478174008590551,2.849750073507792,-1.0576372559636449,-1.2673509275452637,17.330091190525394,15.334540421459852,-4.385889854294532,0.4864091359277439,1,-0.5421187399715722,Airlift,Energy,Series A,1
-0.6042211023622047,-0.6351237607449183,0.2663089945773039,1.1941605839416058,0.0,0.2051743082609132,1.6136430461628932,-1.809999480629404,-1.941738891363612,-3.809081120492488,2.247710973842709,-2.795245863347507,-0.1847202967256524,1,-0.4970911213379497,Airlift,Energy,Series A,1
-1.5416670866141733,-0.0761564027002344,-0.4735652209984858,0.9313868613138686,-0.6666666666666666,-0.7641594246329039,2.7239047339017937,-2.368154082335948,-1.495355581641127,-7.237911743802318,9.183896960022883,-3.795105323238089,-0.7314510383079211,1,60.56391047183693,Airlift,Energy,Series A,1
-0.2973555905511811,0.5288166232005498,0.7844633881594867,-0.0262773722627737,1.0,0.8025172310458498,-0.3316671567186119,-0.8489523459455364,-0.0260064120977674,-3.913188624589845,-1.0174903759437754,1.1523897985894214,0.3688503452618373,1,2.971978250907892,Airlift,Energy,Series A,1
0.7986371653543307,0.5229717642849745,-0.134498840408035,0.3532846715328467,1.0,-0.227150134851663,-0.349309026756836,-0.2165991863522436,-0.5958041511858094,5.312490680499785,0.0582640404956653,-2.4707996177776987,1.2871508254410546,1,-0.7536306711155051,Airlift,Energy,Series A,1
0.2700075590551181,-1.2171316128910774,-1.0595144539931216,1.2408759124087592,1.3333333333333333,1.469383677954251,-0.0011761246692149,-1.302634304951319,-2.298845904098323,36.150390690106974,10.93553052246342,-4.8814985285934815,1.0244342884908104,1,-4.313751046316382,Airlift,Energy,Series A,1
0.4626116535433071,-0.8605801549716137,-1.0568042582644457,-1.1766423357664233,-0.6666666666666666,-1.0270702227549695,0.4163481329020874,18.931877817995574,4.927552187829406,40.1109392745863,14.117069737216362,2.3099652607570715,0.0149164777920108,1,-3.511183819307828,Airlift,Energy,Series A,1
-0.5415974803149606,-0.6795175731784245,0.8467057063908535,0.4467153284671533,0.3333333333333333,1.67875337129158,0.1646574536900911,-1.485925377990452,-1.733522749622474,-4.774020480272283,-0.5344074401332866,-0.4358529713243985,-0.0450909152644845,1,-0.9807861452537976,Airlift,Energy,Series A,1
0.7205874015748032,-0.7470347320949413,-0.1753945262957355,-0.908029197080292,1.0,0.9467585655778646,-0.3551896501029108,6.206029371271754,0.5779262028910854,5.339989443321034,0.1351806350540401,5.718337085206722,1.22175519652798,1,-3.457563498408893,Airlift,Energy,Series A,1
-0.0908831496062992,-0.0941504335627465,-0.12101853580293,-0.4525547445255474,-0.3333333333333333,-0.6906402956747578,-0.481034989708909,0.2907137711736544,0.1033731484387237,0.3478506204154224,-0.2185124162619777,0.2193203355165844,-0.0445887498152633,1,-0.2447427648478323,Airlift,Energy,Series A,1
-0.6578122834645669,-0.4707521678137328,-0.5819361767342602,-0.8613138686131386,-1.0,-0.1072819898112075,-0.2105263157894735,0.8392303205579075,1.1720011941481816,0.5525083640773125,1.959204545806544,1.172887011675649,-0.4961447417576572,1,0.6372589138862957,Airlift,Energy,Series A,1
0.5390381102362205,0.6590530349392258,0.4935383187721768,-0.0437956204379562,0.3333333333333333,0.1004894615922485,0.165833578359306,0.1660509190408695,0.1631565356112807,-0.2206431119787159,-0.1592548118519501,0.3454117968268747,0.6591348739910646,1,0.1218033873533566,Airlift,Energy,Series A,1
0.8539987401574803,1.035654769190212,0.8008167460597303,0.4233576642335766,0.6666666666666666,0.496054340225752,0.5421934725080857,-0.2578027782105989,-0.2254354810103398,-0.3830698926627547,-0.0851828063394153,-0.474182701690008,1.0989621388700197,1,0.2363490599162371,Airlift,Energy,Series A,1
-0.2483634645669291,-0.244791127263141,-0.2746577494467068,-0.6277372262773723,-0.6666666666666666,-0.4868644491059833,-0.5280799764775064,0.6335366145388125,0.4321817778877878,0.5914907914414819,0.0037036002756267,0.7394476134215285,-0.2498414734254424,1,-0.2447427648478323,Airlift,Energy,Series A,1
0.2240774803149606,0.2824513006882396,0.1862598914846234,-0.1605839416058394,0.0,-0.283088602537209,-0.1046750955601292,0.0164554964815276,-0.061031166285808,0.0067543809789396,-0.1029600876624234,-0.1274311830867113,0.2779512444293036,1,-0.0309241760638096,Airlift,Energy,Series A,1
-0.468835905511811,-0.54607251466393,-0.6741197049205263,-0.8029197080291971,-1.3333333333333333,-0.8744381180701231,-0.7280211702440457,1.0220691703526583,0.5417846543708092,3.603769269581849,0.7875200949719032,-0.2430150226211435,-0.5547883770748512,1,-0.6498727225439033,Airlift,Energy,Series A,1
0.6020302362204725,0.7343733817894231,0.5549940042296876,0.0145985401459854,0.3333333333333333,0.2003795824592948,0.2246398118200529,0.1237739517958382,0.1319652031734246,-0.2573201269718854,-0.162599999197677,0.2796249474475928,0.7001854187131005,1,0.1472579812562173,Airlift,Energy,Series A,1
0.8854948031496063,1.110975116040409,0.8315445887884857,0.4817518248175182,1.0,0.5799620417540707,0.5657159658923848,-0.3020379838061034,-0.2360422109925679,-0.3967960994811245,-0.0939462548789262,-0.5636669645553747,1.359926316031533,1,0.3254401385762444,Airlift,Energy,Series A,1
-0.2168674015748031,-0.2071309538380424,-0.2592938280823291,-0.5985401459854015,-0.6666666666666666,-0.4269303765857556,-0.5045574830932077,0.5759423768534659,0.3927247423539001,0.6601218255333294,0.0187266549147885,0.5799419148640127,-0.2381127463620036,1,-0.2168533837020923,Airlift,Energy,Series A,1
-0.0593870866141732,-0.0564902601376479,-0.1056546144385523,-0.4233576642335766,-0.3333333333333333,-0.6706622715013486,-0.4457512496324609,0.2553256066972508,0.082159688474268,0.4110165906814371,-0.1806533912222378,0.1074650069348774,-0.0299278409859648,1,-0.2195876367555993,Airlift,Energy,Series A,1
-0.6420642519685039,-0.4556880984436933,-0.5665722553698825,-0.8321167883211679,-1.0,-0.0713215462990709,-0.1752425757130253,0.6940347633679579,1.000827289993816,0.5150546593548729,1.9766332529859645,0.9128233727231768,-0.4917464691088676,1,0.6236896572903774,Airlift,Energy,Series A,1
0.5547861417322835,0.6967132083643245,0.5089022401365545,-0.0145985401459854,0.3333333333333333,0.1284586954350216,0.2011173184357542,0.1261588063583778,0.1472142990319326,-0.2300397025967993,-0.1344008992584879,0.2655538713303571,0.6693975101715736,1,0.1737957493677142,Airlift,Energy,Series A,1
0.8697467716535433,1.0733149426153108,0.816180667424108,0.4525547445255474,0.6666666666666666,0.5280191789032067,0.5774772125845339,-0.2802829646607732,-0.2308257864111441,-0.3899816705642038,-0.0643796047912141,-0.5196583106871613,1.1106908659334584,1,0.2811712796147431,Airlift,Energy,Series A,1
-0.2326154330708661,-0.2297270578931016,-0.2592938280823291,-0.5985401459854015,-0.6666666666666666,-0.470882029767256,-0.5045574830932077,0.5430313838904107,0.3453762997132349,0.5640383778047423,0.0187266549147885,0.5799419148640127,-0.243977109893723,1,-0.2447427648478323,Airlift,Energy,Series A,1
0.2398255118110236,0.3201114741133383,0.201623812849001,-0.1313868613138686,0.0,-0.2711017880331635,-0.0693913554836812,-0.0236798607904909,-0.0730607502900419,-0.0067543809789408,-0.0737419817255979,-0.2035473700971917,0.2867477897268827,1,0.0309241760638096,Airlift,Energy,Series A,1
-0.453087874015748,-0.5310084452938906,-0.6587557835561486,-0.7737226277372263,-1.3333333333333333,-0.8624513035660775,-0.7044986768597469,0.8825342586671908,0.4217983474841331,3.493515939662985,0.7938049924093303,-0.4011823819840507,-0.5518561953089915,1,-0.6446112945218748,Airlift,Energy,Series A,1
0.6177782677165354,0.7720335552145218,0.5703579255940652,0.0437956204379562,0.3333333333333333,0.2283488163020679,0.259923551896501,0.0864788857646241,0.1173650050110243,-0.2661226105702468,-0.1385146503084401,0.2045649517462313,0.7104480548936094,1,0.1976405222915334,Airlift,Energy,Series A,1
0.9012428346456692,1.148635289465508,0.8469085101528633,0.5109489051094891,1.0,0.6079312755968438,0.6009997059688326,-0.3231023674230098,-0.2410930347936286,-0.4035152216999069,-0.0733727243416128,-0.6062785183007867,1.3731211339779017,1,0.3691658213541671,Airlift,Energy,Series A,1
-0.2011193700787401,-0.1920668844680029,-0.2439299067179514,-0.5693430656934306,-0.6666666666666666,-0.3989611427429826,-0.4692737430167595,0.4911332796025157,0.3107755147065952,0.632097486612491,0.0580230709848191,0.432705885426305,-0.2322483828302842,1,-0.2171532695208687,Airlift,Energy,Series A,1
-0.0278910236220472,-0.0188300867125493,-0.0902906930741747,-0.3941605839416058,-0.3333333333333333,-0.6506842473279393,-0.4104675095560127,0.2221492025006225,0.0622720697575909,0.4726419275263299,-0.1437177570371254,0.0026006363895247,-0.0152669321566663,1,-0.1954000135899903,Airlift,Energy,Series A,1
-0.626316220472441,-0.4406240290736539,-0.5512083340055048,-0.8029197080291971,-1.0,-0.0353611027869343,-0.1399588356365774,0.5649720458657801,0.8486727085232687,0.479041481737146,1.9933916252738668,0.6816556936543124,-0.4873481964600781,1,0.6105315902882832,Airlift,Energy,Series A,1
0.5705341732283464,0.7343733817894231,0.5242661615009322,0.0145985401459854,0.3333333333333333,0.1564279292777947,0.2364010585122024,0.0880011333577345,0.1319652031734246,-0.2392822507457382,-0.1099544278550822,0.1891680295510812,0.6796601463520826,1,0.2250558245931351,Airlift,Energy,Series A,1
0.8854948031496063,1.110975116040409,0.8315445887884857,0.4817518248175182,0.6666666666666666,0.5599840175806614,0.6127609526609821,-0.3020379838061034,-0.2360422109925679,-0.3967960994811245,-0.0438694060817198,-0.5636669645553747,1.1224195929968972,1,0.3254401385762444,Airlift,Energy,Series A,1
-0.2168674015748031,-0.2146629885230621,-0.2439299067179514,-0.5693430656934306,-0.6666666666666666,-0.4548996104285286,-0.481034989708909,0.4594880940611166,0.2652481660136482,0.5373485312134701,0.0333324024806399,0.432705885426305,-0.2381127463620036,1,-0.2447427648478323,Airlift,Energy,Series A,1
0.2555735433070866,0.3577716475384369,0.2169877342133787,-0.1021897810218978,0.0,-0.2591149735291179,-0.034107615407233,-0.0619040105733655,-0.0845174969607412,-0.0199982652513726,-0.0450967798267494,-0.2760389767738384,0.2955443350244618,1,0.0917586207794912,Airlift,Energy,Series A,1
-0.437339842519685,-0.5159443759238511,-0.6433918621917709,-0.7445255474452555,-1.3333333333333333,-0.8504644890620319,-0.6809761834754482,0.7569528381502695,0.3138106712861248,3.388056232784072,0.7998166334364343,-0.5435330054106665,-0.5489240135431318,1,-0.6394847749106621,Airlift,Energy,Series A,1
0.6335262992125984,0.8096937286396204,0.5857218469584429,0.072992700729927,0.3333333333333333,0.256318050144841,0.2952072919729492,0.0507377808180435,0.1033731484387237,-0.2747853722067276,-0.1148116085444291,0.1326324558657607,0.7207106910741183,1,0.2473328915318475,Airlift,Energy,Series A,1
0.9169908661417324,1.1862954628906066,0.862272431517241,0.5401459854014599,1.0,0.6359005094396168,0.6362834460452808,-0.3435084890518886,-0.2459860203509065,-0.4101410227767612,-0.0530849372839835,-0.6475584609916554,1.3863159519242705,1,0.4123582640982025,Airlift,Energy,Series A,1
-0.1853713385826771,-0.1770028150979635,-0.2285659853535737,-0.5401459854014599,-0.6666666666666666,-0.3709919089002097,-0.4339900029403115,0.4126063377034885,0.2348966002183494,0.6048409377990738,0.0962428729159439,0.2963762285395399,-0.2263840192985648,1,-0.2174467747902976,Airlift,Energy,Series A,1
0.0036050393700787,0.0188300867125493,-0.074926771709797,-0.364963503649635,-0.3333333333333333,-0.6307062231545301,-0.3751837694795647,0.1909834894674262,0.0435897612661667,0.5327823164954436,-0.1076721381335825,-0.0959083177591392,-0.0006060233273678,1,-0.1721251309211877,Airlift,Energy,Series A,1
-0.610568188976378,-0.4255599597036144,-0.5358444126411273,-0.7737226277372263,-1.0,0.0005993407252023,-0.1046750955601292,0.4494948775743589,0.7125343987864634,0.4443872919540498,2.00951760615468,0.4748214544874343,-0.4829499238112885,1,0.597766301405653,Airlift,Energy,Series A,1
0.5862822047244094,0.7720335552145218,0.5396300828653099,0.0437956204379562,0.3333333333333333,0.1843971631205675,0.2716847985886506,0.0514671911230757,0.1173650050110243,-0.2483745135589167,-0.0859054600517324,0.116032649124114,0.6899227825325915,1,0.2755989756895226,Airlift,Energy,Series A,1
0.9012428346456692,1.148635289465508,0.8469085101528633,0.5109489051094891,0.6666666666666666,0.5919488562581164,0.6480446927374303,-0.3231023674230098,-0.2410930347936286,-0.4035152216999069,-0.0236460632982324,-0.6062785183007867,1.1341483200603362,1,0.3691658213541671,Airlift,Energy,Series A,1
-0.2011193700787401,-0.1995989191530227,-0.2285659853535737,-0.5401459854014599,-0.6666666666666666,-0.4389171910898012,-0.4575124963246102,0.3821331960710298,0.191055449625141,0.511389913295928,0.0475379925789348,0.2963762285395399,-0.2322483828302842,1,-0.2447427648478323,Airlift,Energy,Series A,1
0.2713215748031496,0.3954318209635355,0.2323516555777564,-0.072992700729927,0.0,-0.2471281590250723,0.0011761246692151,-0.0983502929244788,-0.095441371693268,-0.0329849867223999,-0.0170077954404998,-0.345158880814362,0.3043408803220409,1,0.1516038875323175,Airlift,Energy,Series A,1
-0.421591811023622,-0.5008803065538117,-0.6280279408273932,-0.7153284671532847,-1.3333333333333333,-0.8384776745579863,-0.6574536900911495,0.6433315529206741,0.2161075356784027,3.28708417300639,0.8055724599517469,-0.6723264266061766,-0.5459918317772721,1,-0.6344880406060661,Airlift,Energy,Series A,1
0.6492743307086614,0.8473539020647191,0.6010857683228206,0.1021897810218978,0.3333333333333333,0.2842872839876137,0.3304910320493974,0.0164554964815276,0.089952388053048,-0.283311712400116,-0.0914818430286697,0.063635980225309,0.7309733272546273,1,0.2963491741158336,Airlift,Energy,Series A,1
0.9327388976377952,1.2239556363157051,0.8776363528816187,0.5693430656934306,1.0,0.6638697432823897,0.6715671861217289,-0.3632867300152632,-0.2507284525064219,-0.4166754334939372,-0.033076981771977,-0.6875682515997277,1.399510769870639,1,0.4550271620817168,Airlift,Energy,Series A,1
-0.1696233070866141,-0.161938745727924,-0.213202063989196,-0.5109489051094891,-0.6666666666666666,-0.3430226750574368,-0.3987062628638633,0.3396884630829624,0.1644376081935499,0.5783210524671016,0.1334297072273088,0.169784404287542,-0.2205196557668454,1,-0.2177341010014382,Airlift,Energy,Series A,1
0.0351011023622047,0.0564902601376479,-0.0595628503454193,-0.3357664233576642,-0.3333333333333333,-0.6107281989811209,-0.3399000294031165,0.1616510536714769,0.0260064120977674,0.5914907914414819,-0.0724847482515519,-0.1886226275461166,0.0140548855019306,1,-0.1497122809438235,Airlift,Energy,Series A,1
-0.5948201574803149,-0.410495890333575,-0.5204804912767496,-0.7445255474452555,-1.0,0.0365597842373391,-0.0693913554836812,0.3455654261120796,0.5900099200233385,0.4110165906814371,2.025046328484352,0.2886706392372439,-0.478551651162499,1,0.5853764621960502,Airlift,Energy,Series A,1
0.6020302362204725,0.8096937286396204,0.5549940042296876,0.072992700729927,0.3333333333333333,0.2123663969633406,0.3069685386650984,0.0164554964815276,0.1033731484387237,-0.2573201269718854,-0.0622443788258562,0.0459445762149361,0.7001854187131005,1,0.3254401385762444,Airlift,Energy,Series A,1
0.9169908661417324,1.1862954628906066,0.862272431517241,0.5401459854014599,0.6666666666666666,0.6239136949355711,0.6833284328138785,-0.3435084890518886,-0.2459860203509065,-0.4101410227767612,-0.0037036002756267,-0.6475584609916554,1.145877047123775,1,0.4123582640982025,Airlift,Energy,Series A,1
-0.1853713385826771,-0.1845348497829832,-0.213202063989196,-0.5109489051094891,-0.6666666666666666,-0.4229347717510738,-0.4339900029403115,0.3103036479373776,0.1221622129786704,0.4861328796464295,0.0613596478097076,0.169784404287542,-0.2263840192985648,1,-0.2447427648478323,Airlift,Energy,Series A,1
0.2870696062992126,0.4330919943886341,0.247715576942134,-0.0437956204379562,0.0,-0.2351413445210268,0.036459864745663,-0.1331399260778143,-0.1058687066652259,-0.0457219635497498,0.010541016169091,-0.4111369710348628,0.31313742561962,1,0.210483908047189,Airlift,Energy,Series A,1
-0.405843779527559,-0.4858162371837722,-0.6126640194630156,-0.6861313868613139,-1.3333333333333333,-0.8264908600539407,-0.6339311967068507,0.5400394754392236,0.1272865033077468,3.190319282386113,0.8110884603622555,-0.7894113549657307,-0.5430596500114124,1,-0.6296162246590885,Airlift,Energy,Series A,1
0.6650223622047244,0.8850140754898176,0.6164496896871983,0.1313868613138686,0.3333333333333333,0.3122565178303869,0.3657747721258452,-0.0164554964815276,0.0770684580827987,-0.2917048285279827,-0.0685166050990949,-0.0026006363895247,0.7412359634351363,1,0.34470307450274,Airlift,Energy,Series A,1
0.9484869291338582,1.261615809740804,0.8930002742459964,0.5985401459854015,1.0,0.6918389771251627,0.7068509261981771,-0.3824656303433838,-0.2553271745966186,-0.4231203317355316,-0.0133431078423262,-0.7263656243105865,1.4127055878170076,1,0.4971819769569881,Airlift,Energy,Series A,1
-0.1538752755905511,-0.1468746763578846,-0.1978381426248184,-0.4817518248175182,-0.6666666666666666,-0.3150534412146639,-0.3634225227874154,0.2717994074017837,0.0988378569980471,0.5525083640773125,0.1696248926237039,0.0519230506736143,-0.214655292235126,1,-0.2180154412498331,Airlift,Energy,Series A,1
-0.6729226438944176,-0.04791437625461391,0.45189244745805607,0.059556583955955755,0.7195895098521063,-0.9930010899237328,-3.2345981011248854,-1.2770788177474328,-0.7594833269939677,-4.640550288364047,-4.706515239855267,0.05180832841745908,-0.09222334631176295,0,4.007570447516681,Airlift,Energy,Series A,0
-0.6378985188981401,-0.39276287073995264,-0.04944010221352524,0.2857721402513911,1.1955837218879495,-0.90291292987036,-3.8260300240822485,-1.4930921395560768,-1.3732807003198382,-2.2580435666249565,-6.453040740650923,-2.121170100502742,0.11909028463354882,0,2.824887820377604,Airlift,Energy,Series A,0
-0.9793741810566154,-0.15145537837872683,0.18280318390259487,0.24172710027324032,1.2406808193710346,-0.9794226426942909,-3.7682667063119903,-1.784745760260909,-1.1154208721972934,-5.233641150008342,-5.712258582012598,-1.467892716253846,-0.1817093629057121,0,6.256330192011609,Airlift,Energy,Series A,0
-1.086699550592915,-0.548649231407564,0.006469420758308808,0.3731331263174247,1.2023447492288948,-0.26607429311855246,-3.457323358831098,-1.920794406169722,-1.5333012820240817,-5.348336655155779,-5.468213376938721,-2.1102301092402387,-0.2557174242136134,0,3.8687976863301783,Airlift,Energy,Series A,0
-0.2257259538801995,-0.1361580405552828,0.4908967416935885,-0.01614055676532125,0.27599918202254337,-0.853876926787259,-2.8813162110021424,-0.7483622523789484,-0.7137209193401379,-2.2415292860011244,-4.487770174281196,0.589637411062977,0.14714346026274763,0,0.1608360905655648,Airlift,Energy,Series A,0
-0.49229214611574645,0.012638565351595549,0.6112241445927148,-0.03710015539925485,0.3950313409387765,-0.9593489693231897,-2.915670315030105,-0.9902441494516976,-0.5652573899179225,-4.296256357290072,-4.116123573611119,0.8995898957018669,-0.05035429483316775,0,2.7047066684575487,Airlift,Energy,Series A,0
-0.13115720923316865,-0.5865834089016361,-0.1452837955370009,0.26444988753624393,0.8347330609369975,-0.7232768591956276,-3.5975995723861534,-0.9654488704801026,-1.4928388662339938,1.0697371588538114,-6.694843125763428,-2.126743885951629,0.44379445011386776,0,-1.7787627626037454,Airlift,Energy,Series A,0
-1.1953610340843561,-1.1299076782265192,-0.21043247061591516,0.5699779551284786,1.005212135580398,0.9236922153863109,-2.8848794622146454,-2.0732580284385724,-2.145118975878433,-5.433700941827684,-4.934343212544412,-2.9513105515189295,-0.38261438434435685,0,-0.04786971898253509,Airlift,Energy,Series A,0
-1.1204396279084126,-0.7291336524352071,-0.06087998723519053,0.43425468963350033,1.1411338269021232,0.10335572655815772,-3.2795759113453005,-1.968135324385301,-1.7232745423768279,-5.3748428056310695,-5.302443317076432,-2.3713909018155688,-0.29511973226557486,0,2.652647705414918,Airlift,Energy,Series A,0
-0.6546368826220464,-0.38252505429314065,-0.0405493544515943,0.28384156103451236,1.2017061606081434,-0.9097454026884608,-3.826548478169698,-1.5075991316482957,-1.3623241247552529,-2.392874098483467,-6.4250358051196415,-2.095844147505602,0.1061791887566158,0,2.9869569151397224,Airlift,Energy,Series A,0
-0.22276584684755035,-0.15025685624224244,0.47098358233719084,-0.007357763353277175,0.2934881747180381,-0.8497889992168407,-2.9037366779684337,-0.7551573053040316,-0.738108178814414,-2.137882958380151,-4.556854015772767,0.50461165111807,0.15642896663779934,0,0.1001244862483659,Airlift,Energy,Series A,0
-1.0002641386994178,-0.15797720692130146,0.16364639183766597,0.2420891125947722,1.2957871394264413,-1.025347328362282,-3.809559989658419,-1.8054085758167735,-1.1221692300991388,-5.268121693788389,-5.77809601157404,-1.517534758171347,-0.17557670907952766,0,6.3841882712048985,Airlift,Energy,Series A,0
-0.866944923418031,-0.11295665818804874,0.28074804239578566,0.16337936655159851,1.068210127881593,-1.0291481483109677,-3.5771709048457163,-1.5851791489402833,-0.9681089993888865,-5.010369860111947,-5.340678010290592,-0.8588269975404654,-0.13719653140104068,0,5.407027368858627,Airlift,Energy,Series A,0
